word;Translation;Asso;F;Asso;F;Asso;F;total;t=x;T>1;T
verjaardag;birthday;taart;44;feest;40;cadeau;22;270;1;32;92
verkeer;traffic;auto;42;druk;18;file;16;246;1;35;88
verkeerslicht;traffic light;rood;68;groen;47;oranje;27;246;3;18;49
vermoeiend;tiring;slapen;28;moe;17;bed;17;270;5;36;88
verpleegster;nurse;ziekenhuis;46;wit;24;dokter;13;261;0;34;104
verrekijker;field glasses;vogels;22;natuur;14;zwart;9;249;5;39;126
verspringen;long jump;zand;41;atletiek;27;sport;22;270;10;29;115
vervoer;transportation;auto;55;bus;53;trein;36;249;0;13;43
vest;jacket;warm;35;jas;27;winter;17;267;5;32;103
vet;fat;dik;58;eten;21;frieten;13;270;5;27;93
veters;shoelace;schoen;47;schoenen;37;knoop;15;270;19;25;83
vettig;greasy;haar;28;frieten;23;vies;16;264;1;28;108
vies;dirty;vuil;46;modder;16;lelijk;14;270;15;33;121
vijg;fig;plat;25;fruit;17;boom;14;270;12;31;97
vijl;file;nagels;47;nagel;24;ijzer;11;267;8;28;105
vijs;nut;schroevendraaier;33;schroef;26;hamer;12;270;12;37;80
vijver;pond;water;50;vis;37;vissen;28;267;3;26;75
vinger;finger;hand;40;nagel;35;ring;34;246;0;23;77
vingerhoed;thimble;naaien;60;naald;36;draad;13;270;7;21;88
vink;finch;vogel;77;zingen;13;fluiten;10;303;5;38;117
viool;violin;muziek;42;snaar;21;snaren;18;270;1;31;96
viooltje;violet;bloem;58;paars;25;muziek;23;249;0;22;77
vis;fish;zee;35;water;23;eten;16;270;3;44;113
vissen;fish;water;34;zee;21;hengel;16;267;5;38;106
vlaai;flan;taart;38;koe;24;lekker;24;264;9;34;87
vlag;flag;land;32;belgie;26;kleuren;19;276;9;35;97
vleermuis;bat;nacht;27;donker;26;zwart;19;270;7;29;85
vlees;flesh / meat;koe;22;eten;21;biefstuk;19;270;6;31;98
vleugel;wing;vogel;67;vliegtuig;39;vliegen;28;264;2;20;55
vleugels;wings;vogel;65;vliegen;49;vliegtuig;24;270;6;20;55
vlieg;fly;zwart;20;vleugels;15;insect;14;264;4;33;94
vliegen;to fly;vliegtuig;52;vogel;31;lucht;17;267;7;29;77
vlieger;kite;wind;37;zee;28;lucht;20;255;0;32;88
vliegtuig;airplane;lucht;26;vakantie;20;reizen;13;270;0;36;108
vlinder;butterfly;zomer;29;mooi;18;bloem;17;267;1;31;82
vlo;flea;jeuk;35;hond;24;klein;23;270;8;30;85
vloeistof;fluid;water;76;drinken;34;drank;14;270;3;23;78
vloer;floor;tegels;20;tegel;20;parket;19;249;5;30;83
vlot;raft;water;35;snel;33;boot;15;285;3;37;121
voertuig;vehicle;auto;82;fiets;27;bus;18;270;5;21;72
voet;foot;teen;38;schoen;37;tenen;12;246;2;28;81
voetbal;soccer;bal;25;goal;20;sport;13;267;2;36;117
voeten;feet;schoenen;45;tenen;36;lopen;11;267;7;33;78
vogel;bird;vliegen;33;lucht;19;nest;17;270;9;35;97
volleybal;volleyball;sport;42;net;42;bal;32;267;7;32;85
vonnis;judgment;rechter;35;rechtbank;19;gerecht;17;246;0;32;80
vork;fork;mes;61;eten;58;lepel;46;264;7;17;53
vos;fox;sluw;33;bos;31;ros;15;270;8;39;89
vrachtwagen;truck;chauffeur;19;groot;17;autosnelweg;11;267;4;36;118
vrede;peace;duif;38;oorlog;25;wit;16;246;4;29;108
vriendelijk;friendly;lief;39;aangenaam;11;vrienden;11;270;19;33;103
vrijetijd;leisure;vrienden;20;sport;16;ontspanning;13;273;0;42;118
vrouw;woman;man;34;mooi;23;moeder;16;270;7;33;108
vrucht;fruit;appel;37;fruit;20;gezond;15;270;6;32;90
vuil;dirty;modder;25;vies;22;afval;15;270;3;37;120
vuilbak;garbage can;afval;28;stank;26;vuil;17;246;1;32;99
vuilblik;dustpan;borstel;38;stof;20;vuil;15;246;3;28;92
vuilnis;garbage;stank;25;zak;23;afval;22;276;0;41;97
vuilniskar;garbage truck;stank;41;oranje;19;afval;14;276;0;36;117
vuilnisman;garbage collector;stank;26;vuilniskar;17;oranje;17;270;6;33;92
vuist;fist;hand;34;vechten;22;slaan;13;246;2;28;73
vulkaan;volcano;lava;49;vuur;22;uitbarsting;18;246;1;21;69
vuur;fire;warm;49;brand;18;rood;15;270;2;35;74
vuurtoren;lighthouse;zee;57;licht;49;boten;11;246;2;25;73
wafel;waffle;slagroom;27;suiker;24;lekker;21;267;1;39;106
walrus;walrus;zee;31;snor;25;groot;16;246;3;28;76
walvis;whale;zee;48;groot;44;water;18;264;3;29;83
wandelen;walk;bos;36;natuur;13;park;11;270;7;35;120
wandelstok;cane;oud;43;hout;23;bergen;19;246;5;27;100
wanten;mittens;winter;45;warm;28;koud;27;270;3;22;68
wapen;weapon;geweer;24;oorlog;20;dood;18;306;0;38;113
warm;warm / hot;zon;43;zomer;27;koud;19;267;2;37;81
was;laundry;vuil;26;wasmachine;24;kleren;12;249;1;35;100
wasbak;sink;water;36;zeep;35;wassen;18;246;3;24;80
wasbeer;raccoon;dier;17;schattig;15;lief;15;246;12;31;109
wasknijper;clothes peg;was;40;wasdraad;30;hout;16;246;5;31;79
wasmachine;washing machine;kleren;23;waspoeder;20;proper;19;270;3;34;90
wassen;to wash;zeep;41;water;28;douche;17;246;1;28;82
water;water;drinken;27;dorst;24;zee;24;270;6;28;95
waterkers;(water)cress;groen;42;lekker;17;groente;16;264;12;28;100
waterkoker;electric kettle;thee;41;water;23;warm;22;270;3;22;88
waterpas;level;recht;46;bouwen;12;loodrecht;10;267;14;28;115
waterput;well;emmer;46;water;45;diep;24;270;1;34;94
waterschildpad;tortoise;groen;33;water;30;traag;12;270;27;27;105
web;web;spin;77;internet;53;computer;10;270;3;23;78
weegschaal;scales;gewicht;51;dik;21;dieet;16;270;9;33;98
weg;road;auto;26;straat;19;baan;12;246;1;34;124
wei;meadow ;koe;70;gras;57;groen;26;270;2;23;65
weide;meadow ;gras;57;koe;43;groen;31;246;4;19;74
wekker;alarm (clock);opstaan;58;tijd;19;uur;13;285;0;35;82
wenen;to cry;verdriet;44;tranen;39;huilen;19;267;4;30;87
wereldbol;globe;aarde;44;rond;31;blauw;26;309;0;32;99
werk;work;geld;29;bureau;14;collegas;14;267;3;42;111
werken;to work;geld;39;vermoeiend;10;moe;9;267;7;40;126
werktuig;tool;hamer;67;zaag;24;werken;23;432;14;49;137
werpen;to throw;gooien;48;bal;38;speer;15;246;9;26;78
wesp;wasp;steek;28;pijn;27;angel;21;270;0;27;84
wieken;vanes;molen;38;kaars;13;draaien;12;279;89;26;77
wiel;wheel;fiets;51;auto;36;rond;34;267;6;19;65
wielen;wheels;auto;69;fiets;56;rond;28;270;2;17;63
wielrennen;cycling;fiets;46;tourdefrance;16;sport;11;267;1;33;106
wieltjes;(small) wheels;fiets;37;auto;22;rond;14;267;12;31;101
wigwam;wigwam;indiaan;54;tent;43;indianen;26;258;7;26;89
wijn;wine;rood;44;wit;21;glas;20;270;4;26;79
wild;wild;dier;19;hert;14;everzwijn;10;264;6;41;116
wind;wind;koud;26;zee;25;waaien;14;267;5;34;113
winkel;shop;geld;33;kopen;27;eten;26;270;3;36;102
winkelbediende;shop-assistant;kassa;45;geld;25;winkel;16;270;2;31;113
winter;winter;sneeuw;67;koud;59;wit;11;270;2;22;77
wipplank;seesaw;zwembad;30;speeltuin;28;kinderen;21;246;6;30;92
wit;white;sneeuw;39;zwart;29;kleur;13;270;1;39;107
witloof;endive;wit;27;groente;26;bitter;25;270;4;30;91
wittekool;white cabbage;groente;27;rodekool;24;bloemkool;14;270;5;33;103
woestijn;desert;zand;65;droog;26;warm;23;270;3;23;69
wok;wok;chinees;36;groenten;24;eten;23;270;7;28;88
wol;wool;schaap;65;trui;34;warm;20;267;4;24;75
wolf;wolf;hond;25;huilen;18;dier;17;270;2;29;104
wolk;cloud;regen;49;wit;30;lucht;28;249;1;25;70
wonde;wound;bloed;65;pijn;47;pleister;9;246;0;28;71
worm;worm;aarde;31;regen;26;grond;20;270;6;27;101
worst;sausage;vlees;23;eten;22;appelmoes;12;270;4;38;107
wortel;carrot;oranje;60;konijn;39;groente;17;264;2;28;77
wortelen;carrot;oranje;59;konijn;36;groente;15;270;7;30;70
wurgen;to strangle;dood;32;moord;21;pijn;17;261;6;28;81
yoghurt;yoghurt;wit;25;gezond;20;fruit;20;270;2;32;95
zaag;saw;hout;45;boom;25;tanden;19;270;6;32;100
zacht;soft;kussen;25;bed;13;lief;11;267;13;40;121
zadel;saddle;paard;77;fiets;48;zitten;12;270;8;27;73
zak;bag;winkel;17;plastiek;16;broek;12;255;2;41;122
zakdoek;handkerchief;snuiten;27;neus;27;snot;26;315;1;38;105
zaklamp;flashlight;licht;47;donker;37;tent;14;246;1;23;79
zalm;salmon;vis;65;roze;38;zee;17;270;4;24;84
zand;sand;zee;63;strand;52;kasteel;14;270;0;27;79
zebra;zebra;strepen;34;paard;23;afrika;19;267;4;25;67
zee;sea;strand;35;water;35;golven;19;267;0;25;69
zeef;sieve;zand;37;bloem;20;gaatjes;20;270;0;29;95
zeehond;seal;water;22;zee;14;ijs;12;285;0;49;119
zeepaardje;hippocampus;zee;39;water;27;schattig;12;246;2;29;105
zeilboot;sailboat;zee;44;water;36;wind;29;246;3;20;74
zeilen;sailing;water;42;wind;41;zee;39;270;2;22;76
zeppelin;Zeppelin;lucht;34;ballon;29;vliegen;23;267;11;32;98
zetel;couch;tv;33;zitten;21;liggen;15;246;3;34;73
ziek;sick;bed;29;koorts;22;dokter;19;270;5;35;98
ziekenhuis;hospital;ziek;23;dokter;22;wit;21;267;0;32;91
zien;to see;ogen;46;kijken;33;bril;30;246;1;28;80
zilver;silver;goud;52;ring;27;juwelen;16;267;5;30;86
zingen;to sing;muziek;19;koor;17;vals;14;246;4;37;106
zitten;to sit;stoel;61;zetel;24;staan;22;255;2;29;76
zoemen;to buzz;bij;62;mug;24;wesp;16;267;2;28;92
zoet;sweet;snoep;57;suiker;46;zuur;19;270;7;27;78
zomer;summer;zon;56;warm;39;vakantie;30;270;1;30;69
zon;sun;warm;31;zomer;25;warmte;22;246;2;24;82
zondag;Sunday;weekend;20;uitslapen;18;rustdag;13;246;1;36;90
zoo;zoo;dieren;49;antwerpen;42;aap;16;267;2;23;89
zoogdier;mammal;mens;28;hond;21;aap;20;270;8;30;92
zout;salt;zee;39;peper;28;eten;18;270;7;34;89
zoutvat;saltcellar;peper;36;zout;22;eten;17;270;9;34;88
zuivelproduct;dairy product;melk;93;kaas;53;yoghurt;26;306;0;14;47
zuur;sour;snoep;37;citroen;34;zoet;21;270;7;33;87
zwaan;swan;wit;58;water;26;vijver;16;270;2;26;78
zwaar;heavy;gewicht;27;dik;23;licht;21;270;16;29;113
zwaard;sword;ridder;49;scherp;20;middeleeuwen;19;267;0;30;90
zwaardvis;swordfish;zee;50;water;18;vis;10;270;8;31;108
zwaluw;swallow;vogel;48;lucht;23;nest;17;267;12;26;96
zwart;black;donker;41;nacht;22;wit;21;264;15;28;98
zwartwit;black-and-white;grijs;16;foto;16;tv;14;270;6;36;143
zweep;whip;paard;42;pijn;37;sm;28;279;1;25;89
zweet;sweat;sport;22;stank;17;nat;15;249;0;37;94
zwembad;pool;water;57;zwemmen;21;zomer;14;270;1;30;75
zwemmen;swim;water;51;zwembad;21;nat;13;267;1;32;103
zwempak;bathing suit;water;39;zwembad;32;zwemmen;20;270;3;26;84
